nickname,ubbContent,capacity,time,pubtime,floor,type,pasterid,secret,signature,htmlContent,effect,content,nick,bmp,modifytime,uin,id
15858641616,h[em]e113[\/em],5955,,2012/8/17 19:43,375,0,,0,,h\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,0,,, 8009c0002000001,0,1434838924,389
何必在意再忆,mkllm,5960,,2012/8/16 15:28,374,0,,0,,mkllm,0,,,18519da00200c201,0,1311292345,388
慢悠悠,姐诶，最近过得好吗？,5869,1344691036,2012/8/11 20:57,373,0,,0,,姐诶，最近过得好吗？,1056,姐？你吓到我啦，弟诶，好有礼貌哦，最近还不错啊，你呢？,梁斯斯,18509d800200c001,0,1803320618,387
慢悠悠,姐诶，最近过得好吗？,5943,,2012/8/11 20:57,372,0,,0,,姐诶，最近过得好吗？,1024,,,18509d800200c001,0,1803320618,386
SI,快下雨了哇,5929,1344049563,2012/8/4 11:05,371,0,,0,,快下雨了哇,32,恩恩,梁斯斯,8.80158E+14,0,1178082004,384
SI,[em]e100[\/em],5950,,2012/8/4 11:05,370,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,383
SI,在家好玩不,5953,,2012/8/4 11:04,369,0,,0,,在家好玩不,0,,,8.80158E+14,0,1178082004,382
SI,好久没来了,5953,,2012/8/4 11:04,368,0,,0,,好久没来了,0,,,8.80158E+14,0,1178082004,381
露露,这个月，我在我姐姐家白做了。烦，浪费我的时间,5881,1343538224,2012/7/29 10:38,367,0,,0,,这个月，我在我姐姐家白做了。烦，浪费我的时间,1056,就当锻炼锻炼嘛,梁斯斯,18c10d800002e001,0,1090411383,379
露露,斯斯：最近过得好吗？有没有想我啊！,5899,1343538245,2012/7/29 10:36,366,0,,0,,斯斯：最近过得好吗？有没有想我啊！,1056,当然啦,梁斯斯,18c10d800002e001,0,1090411383,378
无限幽默,[em]e113[\/em],5923,1343538281,2012/7/28 18:27,365,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,1056,[em]e183[\/em],梁斯斯,18409da00202c001,0,1315063733,377
无限幽默,[em]e113[\/em],5956,,2012/7/28 18:27,364,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,1024,,,18409da00202c001,0,1315063733,376
终有那么一天,来看了你,5917,1343313388,2012/7/26 22:35,363,0,,0,,来看了你,1056,谢谢您老啦，太无语的,梁斯斯,18d09da00200d001,0,1378918556,375
-,肯定啊！你丝丝啊！,5898,1343285171,2012/7/26 14:37,362,0,,0,,肯定啊！你丝丝啊！,1056,你就没有一次打对过我名字,梁斯斯,18d595800202e101,0,1439017045,374
-,等待是浪费青春,5946,,2012/7/26 14:36,361,0,,0,,等待是浪费青春,1024,,,18d595800202e101,0,1439017045,373
哈哈,[em]e152[\/em][em]e152[\/em][em]e152[\/em],5927,,2012/7/25 20:46,360,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e152.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e152.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e152.gif\u0022  \/>\u003Cwbr  \/>,4195328,,,18c09da00100c201,0,1306245688,372
哈哈,斯斯美女～~,5955,,2012/7/25 20:45,359,0,,0,,斯斯美女～~,4195328,,,18c09da00100c201,0,1306245688,371
哈哈,斯斯美女～~,5955,,2012/7/25 20:45,358,0,,0,,斯斯美女～~,4195328,,,18c09da00100c201,0,1306245688,370
sunshine,[em]e102[\/em]空间好漂亮哦，教教我啊,5904,1343193842,2012/7/25 9:50,357,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>空间好漂亮哦，教教我啊,32,好啊…,梁斯斯,18d595a00000c201,0,1062448344,369
烟火的光芒,"梁爽,最近在干嘛啊",5922,1342946481,2012/7/22 16:40,356,0,,0,,"梁爽,最近在干嘛啊",1056,没干嘛啊,梁斯斯,18d59d800200c201,0,1678414035,368
哈哈,[em]e166[\/em],5953,,2012/7/22 10:18,355,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e166.gif\u0022  \/>\u003Cwbr  \/>,4195328,,,18c09da00100c201,0,1306245688,367
哈哈,[em]e163[\/em],5919,1342936230,2012/7/22 10:18,354,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,4195360,[em]e113[\/em] ,梁斯斯,18c09da00100c201,0,1306245688,366
哈哈,[em]e163[\/em],5953,,2012/7/22 10:18,353,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,4195328,,,18c09da00100c201,0,1306245688,365
唯心,爱你爱爱你爱爱你爱爱你爱爱你爱,5935,,2012/7/21 9:19,352,0,,0,,爱你爱爱你爱爱你爱爱你爱爱你爱,0,,,18d495800202c101,0,1290912938,364
唯心,8.88889E+56,5908,,2012/7/21 9:18,351,0,,0,,8.88889E+56,0,,,18d495800202c101,0,1290912938,363
阿四,爱你爱祢,5961,,2012/7/9 16:40,350,0,,0,,爱你爱祢,0,,, 8809c0002008001,0,1741677876,361
阿四,哈哈，我来洛,5957,,2012/7/9 16:40,349,0,,0,,哈哈，我来洛,0,,, 8809c0002008001,0,1741677876,360
岁月无情,[em]e112[\/em]l路过,5874,1341840153,2012/7/7 21:36,348,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>l路过,4194336,[em]e156[\/em] ,岁月无情,18509d880200a101,0,1657190931,359
李二二,萝卜好吃波！哈哈,5937,,2012/7/6 13:21,347,0,,0,,萝卜好吃波！哈哈,1024,,,d8c19da00002a201,0,457294784,358
李二二,萝卜好吃波！哈哈,5853,1341553087,2012/7/6 13:21,346,0,,0,,萝卜好吃波！哈哈,1056,明明就是   very   …very…  GOOD,李二二,d8c19da00002a201,0,457294784,357
SI,[em]e102[\/em][em]e102[\/em][em]e102[\/em][em]e102[\/em],5911,,2012/7/2 10:47,345,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,355
SI,"[em]e113[\/em]加油啊
快快",5939,,2012/7/2 10:47,344,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>加油啊\u003Cbr  \/>快快,0,,,8.80158E+14,0,1178082004,354
SI,梦想从心出发,5951,,2012/7/2 10:46,343,0,,0,,梦想从心出发,0,,,8.80158E+14,0,1178082004,353
SI,七月了。。。。。。。。。。。。。。,5929,,2012/7/2 10:44,342,0,,0,,七月了。。。。。。。。。。。。。。,0,,,8.80158E+14,0,1178082004,352
唯心," 
第340楼 [card=1290912938]晶莹剔透[\/card] [\/B]2012-06-29 11:29:41 留言 
[url=javascript:void(0);]▼[\/url] [url=javascript:void(0);]引用[\/url][\/li][url=javascript:void(0);]置顶[\/url][\/li][url=javascript:void(0);]回复[\/url][\/li][url=javascript:void(0);]编辑[\/url][\/li][url=javascript:void(0);]删除[\/url][\/li][url=javascript:void(0);]短消息[\/url][\/li][url=javascript:void(0);]取消置顶[\/url][\/li][url=javascript:void(0);]举报[\/url][\/li][url=javascript:void(0);]加黑禁言[\/url][\/li][\/ul][\/li][url=javascript:void(0);]回复[\/url] [url=javascript:void(0);]送礼[\/url] [url=javascript:void(0);]引用[\/url] [\/li][\/ul]
 
踩踩",5353,,2012/6/29 11:30,341,0,,0,,&nbsp;\u003Cbr  \/>第340楼&nbsp;[card=1290912938]晶莹剔透[\/card]&nbsp;2012-06-29&nbsp;11:29:41&nbsp;留言&nbsp;\u003Cbr  \/>\u003Ca target=\u0022_blank\u0022>▼\u003C\/a>&nbsp;\u003Ca target=\u0022_blank\u0022>引用\u003C\/a>\u003Ca target=\u0022_blank\u0022>置顶\u003C\/a>\u003Ca target=\u0022_blank\u0022>回复\u003C\/a>\u003Ca target=\u0022_blank\u0022>编辑\u003C\/a>\u003Ca target=\u0022_blank\u0022>删除\u003C\/a>\u003Ca target=\u0022_blank\u0022>短消息\u003C\/a>\u003Ca target=\u0022_blank\u0022>取消置顶\u003C\/a>\u003Ca target=\u0022_blank\u0022>举报\u003C\/a>\u003Ca target=\u0022_blank\u0022>加黑禁言\u003C\/a>\u003Ca target=\u0022_blank\u0022>回复\u003C\/a>&nbsp;\u003Ca target=\u0022_blank\u0022>送礼\u003C\/a>&nbsp;\u003Ca target=\u0022_blank\u0022>引用\u003C\/a>&nbsp;\u003Cbr  \/>&nbsp;\u003Cbr  \/>踩踩,0,,,18d495800202c101,0,1290912938,351
唯心,踩踩,5961,,2012/6/29 11:29,340,0,,0,,踩踩,0,,,18d495800202c101,0,1290912938,350
李二二,花心滴！！,5919,1340614860,2012/6/25 15:55,339,0,,0,,花心滴！！,1056,哈哈,梁斯斯,d8c19da00002a201,0,457294784,349
露露,[em]e102[\/em],5946,,2012/6/23 7:04,338,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>,1024,,,18c10d800002e001,0,1090411383,348
露露,斯斯，端午节快乐,5943,,2012/6/23 7:03,337,0,,0,,斯斯，端午节快乐,1024,,,18c10d800002e001,0,1090411383,347
范范范范玮琪,哈哈  来了来了,5944,,2012/6/22 11:03,336,0,,0,,哈哈&nbsp;&nbsp;来了来了,1024,,,18d495a00000c101,0,652675207,346
范范范范玮琪,哈哈  来了来了,5944,,2012/6/22 10:58,335,0,,0,,哈哈&nbsp;&nbsp;来了来了,1024,,,18d495a00000c101,0,652675207,345
范范范范玮琪,哈哈  来了来了,5944,,2012/6/22 10:58,334,0,,0,,哈哈&nbsp;&nbsp;来了来了,1024,,,18d495a00000c101,0,652675207,344
ゑ纠  结゛,[ftc=#000000]http:\/\/liuyan.qqwmm.com[\/ft][fts=5][ftc=#EBDCEB]　　　        .★　*　★.. [\/ft][\/ft][fts=5][ftc=#EBDCEB].*★　*.　*..*　　　　★ [\/ft][\/ft][fts=5][ftc=#BC8CBF]★　　　　　　　　　　 *  [\/ft][\/ft][fts=5][ftc=#BC8CBF]★　　   　★’ [\/ft][\/ft][fts=5][ftc=#A763A9]‘*.　　　　　　　   *  [\/ft][\/ft][fts=5][ftc=#A763A9]　 　‘★　　　　★ [\/ft][\/ft][fts=5][ftc=#91278F]　 　　　‘*..★\u0027 [\/ft][\/ft][ftc=ED008C][fts=2][M][B]                 有 一 种 流 逝 叫 时 光 つ[ftc=#FFF467] 它 能 尘 封,5430,1339664022,2012/6/14 16:34,333,0,,0,,\u003Cspan style=\u0022line-height:1.8em;color:#000000;\u0022>http:\/\/liuyan.qqwmm.com\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#ebdceb;\u0022>　　　&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;.★　*　★..&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#ebdceb;\u0022>.*★　*.　*..*　　　　★&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#bc8cbf;\u0022>★　　　　　　　　　　&nbsp;*&nbsp;&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#bc8cbf;\u0022>★　　&nbsp;&nbsp;&nbsp;　★’&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#a763a9;\u0022>‘*.　　　　　　　&nbsp;&nbsp;&nbsp;*&nbsp;&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#a763a9;\u0022>　&nbsp;　‘★　　　　★&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#91278f;\u0022>　&nbsp;　　　‘*..★\u0027&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;color:ed008c;\u0022>\u003Cspan style=\u0022line-height:1.8em;font-size:13px;\u0022>\u003Cdiv style=\u0022text-align:center;\u0022>\u003Cspan style=\u0022font-weight:bold;\u0022>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;有&nbsp;一&nbsp;种&nbsp;流&nbsp;逝&nbsp;叫&nbsp;时&nbsp;光&nbsp;つ\u003Cspan style=\u0022line-height:1.8em;color:#fff467;\u0022>&nbsp;它&nbsp;能&nbsp;尘&nbsp;封\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/div>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>,32,"最近在干吗

",梁斯斯,98d48dc8050ec081,0,605080103,343
ゑ纠  结゛,[ftc=#000000]http:\/\/liuyan.qqwmm.com[\/ft][fts=5][ftc=#EBDCEB]　　　        .★　*　★.. [\/ft][\/ft][fts=5][ftc=#EBDCEB].*★　*.　*..*　　　　★ [\/ft][\/ft][fts=5][ftc=#BC8CBF]★　　　　　　　　　　 *  [\/ft][\/ft][fts=5][ftc=#BC8CBF]★　　   　★’ [\/ft][\/ft][fts=5][ftc=#A763A9]‘*.　　　　　　　   *  [\/ft][\/ft][fts=5][ftc=#A763A9]　 　‘★　　　　★ [\/ft][\/ft][fts=5][ftc=#91278F]　 　　　‘*..★\u0027 [\/ft][\/ft][ftc=ED008C][fts=2][M][B]                 有 一 种 流 逝 叫 时 光 つ[ftc=#FFF467] 它 能 尘 封,5464,,2012/6/14 16:34,332,0,,0,,\u003Cspan style=\u0022line-height:1.8em;color:#000000;\u0022>http:\/\/liuyan.qqwmm.com\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#ebdceb;\u0022>　　　&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;.★　*　★..&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#ebdceb;\u0022>.*★　*.　*..*　　　　★&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#bc8cbf;\u0022>★　　　　　　　　　　&nbsp;*&nbsp;&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#bc8cbf;\u0022>★　　&nbsp;&nbsp;&nbsp;　★’&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#a763a9;\u0022>‘*.　　　　　　　&nbsp;&nbsp;&nbsp;*&nbsp;&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#a763a9;\u0022>　&nbsp;　‘★　　　　★&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;font-size:24px;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#91278f;\u0022>　&nbsp;　　　‘*..★\u0027&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003Cspan style=\u0022line-height:1.8em;color:ed008c;\u0022>\u003Cspan style=\u0022line-height:1.8em;font-size:13px;\u0022>\u003Cdiv style=\u0022text-align:center;\u0022>\u003Cspan style=\u0022font-weight:bold;\u0022>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;有&nbsp;一&nbsp;种&nbsp;流&nbsp;逝&nbsp;叫&nbsp;时&nbsp;光&nbsp;つ\u003Cspan style=\u0022line-height:1.8em;color:#fff467;\u0022>&nbsp;它&nbsp;能&nbsp;尘&nbsp;封\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/div>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>,0,,,98d48dc8050ec081,0,605080103,342
人生若只如初见,空间很可爱哟.................,5930,,2012/6/13 19:59,331,0,,0,,空间很可爱哟.................,0,,,185495a00200c101,0,1248982751,341
无限幽默,哥来了！,5684,1339461456,2012/6/10 20:57,330,0,,0,,哥来了！,1056,你小学怎么毕业的罗？不是走后门的吧？我建议你到小学去重新进修一下。,无限幽默,18409da00202c001,0,1315063733,340
乀 莫忘初衷丨丶,把上次那几张照片传上去罗，让我转一哈,5893,1339292371,2012/6/10 8:35,329,0,,0,,把上次那几张照片传上去罗，让我转一哈,1056,你也太自恋了吧,梁斯斯,18d095a00102c101,0,1072636462,339
你叫什么名字,加油，加油，加油,5915,1339022261,2012/6/7 6:27,328,0,,0,,加油，加油，加油,1056,你也是，加油  加油,梁斯斯,38d495a00102e201,0,291217141,338
Lian[em]e257361[\/em],生命中永亮三盏灯：第一盏灯：志存高远，步步为营；第二盏灯：把握当下，不负此生；第三盏灯：永不气馁，努力不停；永亮三盏灯，成功不是梦！ 高考加油！！！,5824,,2012/6/5 23:40,327,0,,0,,生命中永亮三盏灯：第一盏灯：志存高远，步步为营；第二盏灯：把握当下，不负此生；第三盏灯：永不气馁，努力不停；永亮三盏灯，成功不是梦！&nbsp;高考加油！！！,1024,,,d8c115a00002c401,0,1253473423,337
。,加油啊。。。。。,5933,,2012/6/4 3:25,326,0,,0,,加油啊。。。。。,0,,,18d58dc00002c401,0,869904377,336
っ旧人旧事旧时光 °,要高考了，加油拉，毕业后记得想我拉,5844,1338721125,2012/6/3 14:55,325,0,,0,,要高考了，加油拉，毕业后记得想我拉,1056,好的,っ旧人旧事旧时光 °,18d415a00000c101,0,1277689752,335
っ旧人旧事旧时光 °,要高考了，加油拉，毕业后记得想我拉,5921,,2012/6/3 14:55,324,0,,0,,要高考了，加油拉，毕业后记得想我拉,1024,,,18d415a00000c101,0,1277689752,334
っ旧人旧事旧时光 °,要高考了，加油拉，毕业后记得想我拉,5921,,2012/6/3 14:55,323,0,,0,,要高考了，加油拉，毕业后记得想我拉,1024,,,18d415a00000c101,0,1277689752,333
っ旧人旧事旧时光 °,要高考了，加油拉，毕业后记得想我拉,5921,,2012/6/3 14:54,322,0,,0,,要高考了，加油拉，毕业后记得想我拉,1024,,,18d415a00000c101,0,1277689752,332
っ旧人旧事旧时光 °,要高考了，加油拉，毕业后记得想我拉,5921,,2012/6/3 14:54,321,0,,0,,要高考了，加油拉，毕业后记得想我拉,1024,,,18d415a00000c101,0,1277689752,331
露露,还有几天你就看不见我啦！不要想我哈！,5883,1338620230,2012/6/2 11:08,320,0,,0,,还有几天你就看不见我啦！不要想我哈！,1056,你怎么老怕我忘记你啊,梁斯斯,18c10d800002e001,0,1090411383,330
露露,斯斯，高考加油,5945,,2012/6/2 11:07,319,0,,0,,斯斯，高考加油,1024,,,18c10d800002e001,0,1090411383,329
SI,高考，加油加油,5949,,2012/5/31 22:50,318,0,,0,,高考，加油加油,1024,,,8.80158E+14,0,1178082004,328
O莫菲_O&quot;,孩子，和娟伢子都正常点，我发现我坐得哪里，那里就有点不正常，特别是周围的人,5857,1338472258,2012/5/31 21:12,317,0,,0,,孩子，和娟伢子都正常点，我发现我坐得哪里，那里就有点不正常，特别是周围的人,4195360,你也是其中之一,梁斯斯,18c495a00000c209,0,296061789,327
O莫菲_O&quot;,看你空间那张照片，我笑了,5941,,2012/5/31 21:10,316,0,,0,,看你空间那张照片，我笑了,4195328,,,18c495a00000c209,0,296061789,326
O莫菲_O&quot;,高考加油，亲爱的我们一起努力,5937,,2012/5/31 21:09,315,0,,0,,高考加油，亲爱的我们一起努力,4195328,,,18c495a00000c209,0,296061789,325
太阳女神,斯毛狗，哈哈,5953,,2012/5/31 10:43,314,0,,0,,斯毛狗，哈哈,1024,,,98c595a00000e101,0,942083042,324
太阳女神,记得帮我踩空间啦！,5947,,2012/5/31 10:42,313,0,,0,,记得帮我踩空间啦！,1024,,,98c595a00000e101,0,942083042,323
太阳女神,啦啦。高考加油,5951,,2012/5/31 10:41,312,0,,0,,啦啦。高考加油,1024,,,98c595a00000e101,0,942083042,322
闲人丶勿扰！,要高考了?祝你考个好大学啊!,5873,1338351837,2012/5/30 11:54,311,0,,0,,要高考了?祝你考个好大学啊!,1056,谢谢祝福，我会努力的   你在外也要好好照顾自己,梁斯斯,98d0952000008001,0,893272324,321
乀 莫忘初衷丨丶,430不是问题.......,5841,1338194960,2012/5/28 16:08,310,0,,0,,430不是问题.......,1056,"话先缭在这里了,只要上的,我请全班唱k",乀 莫忘初衷丨丶,18d095a00102c101,0,1072636462,320
乀 莫忘初衷丨丶,一起加油罗......,5947,,2012/5/28 16:08,309,0,,0,,一起加油罗......,1024,,,18d095a00102c101,0,1072636462,319
章闻俊,这位是？可爱\/,5923,1338127023,2012/5/27 19:21,308,0,,0,,这位是？可爱\/,32,什么意思,梁斯斯,98d09da00102e101,0,552486678,318
李二二,死花心的…莫忘记我的啊！！呵呵,5857,1337906259,2012/5/25 7:51,307,0,,0,,死花心的…莫忘记我的啊！！呵呵,1056,腌萝卜，我会一直记得你的，…花心萝卜，哈哈  …,梁斯斯,d8c19da00002a201,0,457294784,317
范范范范玮琪,"我很好,你也要快乐",5945,,2012/5/9 21:56,306,0,,0,,"我很好,你也要快乐",1024,,,18d495a00000c101,0,652675207,316
范范范范玮琪,"我很好,你也要快乐",5945,,2012/5/9 21:56,305,0,,0,,"我很好,你也要快乐",1024,,,18d495a00000c101,0,652675207,315
范范范范玮琪,"我很好,你也要快乐",5945,,2012/5/9 21:56,304,0,,0,,"我很好,你也要快乐",1024,,,18d495a00000c101,0,652675207,314
范范范范玮琪,"我很好,你也要快乐",5923,1353230532,2012/5/9 21:56,303,0,,0,,"我很好,你也要快乐",1056,切,梁斯斯,18d495a00000c101,0,652675207,313
SI,感冒好了，最后一个月加油,5939,,2012/4/30 7:57,302,0,,0,,感冒好了，最后一个月加油,1024,,,8.80158E+14,0,1178082004,312
露露,斯斯，感冒快快好起来,5939,,2012/4/20 11:44,301,0,,0,,斯斯，感冒快快好起来,1024,,,18c10d800002e001,0,1090411383,311
神逗,孩子，倒计时个多月，加油！,5925,,2012/4/20 8:09,300,0,,0,,孩子，倒计时个多月，加油！,1024,,,18d495800202c201,0,1064430822,310
神逗,你们在为未来谋划，我却不清不楚的过着…,5913,,2012/4/20 8:09,299,0,,0,,你们在为未来谋划，我却不清不楚的过着…,1024,,,18d495800202c201,0,1064430822,309
神逗,我在山沟沟里寻求发展…,5929,,2012/4/20 8:08,298,0,,0,,我在山沟沟里寻求发展…,1024,,,18d495800202c201,0,1064430822,308
神逗,老板老板，脑壳往地下扳,5929,,2012/4/20 8:06,297,0,,0,,老板老板，脑壳往地下扳,1024,,,18d495800202c201,0,1064430822,307
神逗,我懂礼尚往来,5939,,2012/4/20 8:05,296,0,,0,,我懂礼尚往来,1024,,,18d495800202c201,0,1064430822,306
神逗,嘿嘿,5947,,2012/4/20 8:04,295,0,,0,,嘿嘿,1024,,,18d495800202c201,0,1064430822,305
雪山黑狐,高考在即，加油,5951,,2012/4/19 23:19,294,0,,0,,高考在即，加油,1024,,,18c19da00000e201,0,945697164,304
雪山黑狐,狠久没来了哦，想我了没,5943,,2012/4/19 23:18,293,0,,0,,狠久没来了哦，想我了没,1024,,,18c19da00000e201,0,945697164,303
。,[em]e100[\/em],5936,,2012/4/19 21:01,292,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d58dc00002c401,0,869904377,302
慢悠悠,我第一次看你空间，不错哦,5909,1333517071,2012/4/4 10:06,291,0,,0,,我第一次看你空间，不错哦,32,呵呵，是吧,梁斯斯,18509d800200c001,0,1803320618,301
哈哈,[em]e163[\/em],5951,,2012/3/24 5:58,290,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,0,,,18c09da00100c201,0,1306245688,300
哈哈,[em]e163[\/em],5911,1355829202,2012/3/24 5:58,289,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,32,额，国我怕别个误会咧,梁斯斯,18c09da00100c201,0,1306245688,299
哈哈,[em]e163[\/em],5951,,2012/3/24 5:58,288,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,0,,,18c09da00100c201,0,1306245688,298
何必在意再忆,哎.可怜,5958,,2012/3/19 10:51,287,0,,0,,哎.可怜,1024,,,18519da00200c201,0,1311292345,297
何必在意再忆,???,5962,,2012/3/19 10:50,286,0,,0,,???,1024,,,18519da00200c201,0,1311292345,296
Fly,[r][ftc=#6CCFF7]有一天你会后悔，甚至你会恨自己、可那天离我们太遥远[\/ft][\/r],5850,1332113744,2012/3/18 19:12,285,0,,0,,\u003Cdiv style=\u0022text-align:right;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#6ccff7;\u0022>有一天你会后悔，甚至你会恨自己、可那天离我们太遥远\u003C\/span>\u003Cwbr  \/>\u003C\/div>,1056,也许吧,梁斯斯,18519da00000c201,0,425620857,295
Fly,[r][ftc=#EE1D24]触摸阳光、因为那有温暖。、[\/ft][\/r],5900,,2012/3/18 19:12,284,0,,0,,\u003Cdiv style=\u0022text-align:right;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#ee1d24;\u0022>触摸阳光、因为那有温暖。、\u003C\/span>\u003Cwbr  \/>\u003C\/div>,1024,,,18519da00000c201,0,425620857,294
